,Id,SalePrice
0,2658,157656.02454382565
1,2718,184817.7217637794
2,2414,231118.3983271832
3,1989,129926.74453570414
4,625,185619.75103904598
5,333,99272.44425364409
6,1327,108963.84503190336
7,858,166214.73637327692
8,95,211452.68466459902
9,1568,173211.12839617825
10,2482,186132.14660651586
11,1364,126940.79607278784
12,2584,173857.95938243205
13,818,273653.62620291463
14,2673,176649.88586782652
15,2089,117953.68740817893
16,1297,161861.75782203383
17,790,132343.10518094525
18,2616,211563.7324383438
19,720,232912.3561689097
20,222,164242.7332143169
21,557,129323.2092936429
22,1148,237234.864301836
23,2766,170944.78984494612
24,534,210173.32505229977
25,1452,130341.84145063849
26,630,125869.31528969551
27,2648,151093.15651113726
28,125,185307.14322922053
29,1904,40132.38780553278
30,1670,109883.4796716863
31,756,109328.09716755897
32,717,282924.9931454866
33,1032,164941.48011244787
34,852,243957.42255078699
35,1731,172978.81567226665
36,2639,135633.90043710393
37,2071,59506.65224070195
38,1267,134765.61197005108
39,1851,213266.87608607265
40,567,179981.383724067
41,2439,225888.2069863706
42,1898,176403.0891310305
43,647,186846.98862253793
44,2256,259377.63931281283
45,979,111374.21910990938
46,1444,253672.76452304714
47,2485,122115.01567088393
48,157,130161.26687951398
49,88,132178.4654312185
50,2003,113305.63743592356
51,186,227720.17850225687
52,1425,278171.7879707669
53,2695,141320.7254914234
54,738,98159.743617328
55,395,171562.24820299202
56,1353,182527.337512612
57,1878,156726.1928904245
58,390,171133.60411383072
59,1456,254825.40739187703
60,1103,333016.1729925574
61,1387,130817.69137463789
62,2070,168690.3846132442
63,1199,174401.05725356168
64,2479,197005.60078261874
65,501,319685.4465556998
66,2362,76360.04061144404
67,1718,237072.3177248065
68,2188,69180.75390248699
69,1483,188271.52915650338
70,2557,84975.85400552349
71,437,342002.59681087756
72,2224,196971.4379615041
73,1628,180975.22550540685
74,397,136173.58830343978
75,587,220710.20137233718
76,2182,575310.5496643874
77,971,138314.3390465459
78,2611,147279.40792685433
79,1887,78176.11996648577
80,2399,355571.4962760643
81,2148,231128.8646260734
82,304,123598.56451606366
83,1997,152495.90597794438
