,Id,SalePrice
0,2658,160975.7757513752
1,2718,165110.13984187637
2,2414,207837.22238988845
3,1989,128634.90076132231
4,625,180172.03882270365
5,333,92665.30809704795
6,1327,112067.4603294024
7,858,171067.30285897176
8,95,193641.21609390207
9,1568,176452.50011549494
10,2482,179839.5594858706
11,1364,136708.23518189264
12,2584,149031.24523070556
13,818,260118.80711920635
14,2673,161346.44360616346
15,2089,102855.50214816586
16,1297,164593.20190558347
17,790,117930.69922516453
18,2616,201339.3661654234
19,720,218411.28582610132
20,222,151314.27282155972
21,557,121044.11743986895
22,1148,213410.99783346258
23,2766,178023.26184805206
24,534,187115.5275977223
25,1452,126665.72291837874
26,630,105968.4320404424
27,2648,142524.16216635742
28,125,170410.30360777947
29,1904,44224.026485026785
30,1670,108143.72469848886
31,756,123537.96931422816
32,717,257986.18884460028
33,1032,164611.0768049192
34,852,227033.1639572144
35,1731,171533.02743835773
36,2639,122460.06790879893
37,2071,32377.812797923572
38,1267,120232.73821577814
39,1851,194366.92904237093
40,567,173573.14743622518
41,2439,198989.62477957978
42,1898,148753.1516254611
43,647,203413.6470252648
44,2256,244076.62928160382
45,979,94623.07520270601
46,1444,229800.1188600218
47,2485,108604.1104841501
48,157,123194.89704876252
49,88,126917.30943083848
50,2003,118356.29521796285
51,186,222969.5496412645
52,1425,245802.47195122228
53,2695,151369.633450498
54,738,115177.45469895288
55,395,161422.14988321543
56,1353,169692.53658076617
57,1878,143485.19182347646
58,390,166221.3783716976
59,1456,226959.8932188071
60,1103,306209.3486439812
61,1387,152028.6073960294
62,2070,158714.13697742834
63,1199,170274.8218060614
64,2479,181446.52565030198
65,501,306129.0077734128
66,2362,72793.11765846287
67,1718,208914.09238518338
68,2188,69761.3219749732
69,1483,167841.63569839223
70,2557,90697.13157018274
71,437,314683.7746864074
72,2224,229084.22929612655
73,1628,173096.0182450669
74,397,137729.38791575763
75,587,221890.25270359003
76,2182,541142.9163946159
77,971,100981.2414785211
78,2611,151778.81522089982
79,1887,42941.52719711073
80,2399,331661.37673537736
81,2148,202464.3483941835
82,304,141213.5657675471
83,1997,142030.48423544376
84,2817,127790.43790113139
85,1431,205962.18225482365
86,427,313847.1121311207
87,263,125077.35657825932
88,598,192355.99681429105
89,2895,258160.1342755227
90,687,147305.97939413742
91,1822,129332.13527680222
92,2191,111326.47235022427
93,179,122136.86239229351
94,1009,208537.59222265816
95,2010,127202.01431381969
96,1991,154375.56075908605
97,1411,185906.38063830815
98,1721,231362.48329737462
99,1144,197674.16317273528
100,593,215872.1550652872
101,575,377646.39670860575
102,1249,188970.86243686156
103,1604,124768.22654806386
104,1064,398640.8032916073
105,1923,150133.8938195553
106,1988,117781.50478609832
107,2325,175445.280112409
108,114,202732.31778472944
109,2700,181430.82230949635
110,217,133840.11475296022
111,343,185877.62563964818
112,386,219318.01200121612
113,2005,93771.82028179492
114,2908,120160.87929779911
115,1814,227366.43430965807
116,2446,459290.4090918283
117,208,158880.76817019962
118,1679,129709.52329079792
119,822,307126.09224520705
120,6,191342.00734732946
121,1781,357126.76994582056
122,2397,281603.5442927631
123,2340,271052.14082137484
124,1618,168816.45000213315
125,2843,199718.3883534001
126,1061,326705.59788703796
127,2786,120550.6106008353
128,1935,127455.55438128106
129,1341,130548.2956664114
130,521,262978.80911195045
131,2136,138298.45074008498
132,996,198449.65866302088
133,227,144337.19085235923
134,135,193655.50549155433
135,1167,166563.20553402274
136,294,246391.0988742179
137,1776,200650.30012324406
138,540,176641.41093720237
139,1717,208913.08367413862
140,2303,128238.9215770713
141,116,193026.5842274906
142,127,142115.74455373586
143,1371,146349.6005915413
144,1014,153293.2818684605
145,1507,56108.1324951984
146,702,156733.0668327139
147,750,168025.21999605466
148,261,152316.67316347297
149,1559,96579.67434732994
150,577,293740.6674821383
151,2812,199453.77599345395
152,2080,166219.03099700098
153,1368,117323.78210174303
154,2376,129244.880884005
155,659,127260.11263685144
156,1235,121300.33149514276
157,332,68970.98921725065
158,1917,139682.41360535112
159,2094,263414.59378668206
160,1460,266208.7134184456
161,1471,219056.7196951983
162,1509,114610.09460954585
163,1922,125598.65546222863
164,433,400221.85086568556
165,460,250868.127436313
166,1116,241600.9940928088
167,1137,163239.2740573765
168,53,187688.89331046102
169,2354,254089.82682043684
170,1475,205333.68638252703
171,1761,448121.03242274467
172,842,126345.8861159917
173,2739,216663.56784738865
174,2509,165869.93438965987
175,1007,198325.27478721237
176,2610,179882.88581771462
177,1952,104358.12058377179
178,2719,173497.47655281925
179,2921,122710.93521889772
180,1966,130365.89534126439
181,292,158948.28828990812
182,1204,191304.89948106508
183,1829,318814.31905531185
184,2419,181645.47491570635
185,391,159472.40461482038
186,798,113156.66379754935
187,481,189695.12091294822
188,193,206781.45507062174
189,555,112049.09531752128
190,899,17262.00038675865
191,2357,189445.1075725536
192,328,141408.2324661759
193,1356,115541.56788586936
194,1154,94611.76700572862
195,1730,177499.4215918814
196,2249,152990.44860544402
197,1119,270289.2192628111
198,2856,193909.33472535518
199,1394,137592.77680952268
200,2587,112864.53293203413
201,61,293705.78856285464
202,2661,204586.05599255173
203,2711,146326.60153043663
204,1147,203640.28605127614
205,757,135181.0121621741
206,2623,39423.57511929772
207,2378,157700.475901482
208,1413,155497.419148335
209,1722,217236.1305641879
210,1112,230719.38418562507
211,1623,178328.66734204115
212,1201,216614.70287173864
213,1513,124428.80019210019
214,957,362151.83154773386
215,1171,261384.80354395264
216,1145,213847.29547522913
217,2726,236754.2860343973
218,703,166624.68493562806
219,760,127847.71357021596
220,1964,129469.85780874675
221,2512,189276.94922423767
222,159,155095.32283502337
223,1281,180804.70655878892
224,468,197926.89073641304
225,290,164402.07602915954
226,665,120570.8179880231
227,1463,243817.62558905815
228,1792,216178.2774579241
229,923,148844.12298458512
230,500,282127.2328730039
231,1408,172994.01840115763
232,331,78312.93752533273
233,170,156512.8772638315
234,2192,92833.09269329825
235,2571,303584.718713918
236,2314,167049.3874558789
237,2647,106320.2891533981
238,422,370971.36955446936
239,2457,323218.5420413199
240,1838,195094.09136702475
241,2805,245972.7908747749
242,1645,163557.43930343018
243,1711,277626.2205059876
244,2825,248008.70135789178
245,322,311137.3766858522
246,2103,255112.21089003526
247,342,113595.00648792103
248,600,116877.13343460126
249,488,176306.66490144483
250,1725,282990.9967310603
251,2246,282636.173948137
252,2847,196828.07997660557
253,806,235251.1474827016
254,530,231819.5693795782
255,963,209400.51750058786
256,2678,101741.09097279757
257,171,90183.04978255747
258,2401,358780.01331197657
259,805,231160.62158080435
260,2259,269175.0685228325
261,1748,188419.11826484077
262,1361,161421.21659000125
263,1677,132651.9751271232
264,1406,156112.49759446908
265,2322,239655.5164371084
266,688,168315.73598703652
267,143,135903.35891814897
268,804,221470.2882270508
269,1214,187042.1943742953
270,2828,145593.3334643857
271,1999,207964.53672425696
272,2467,190622.18599866636
273,2665,182610.14770564783
274,1538,345255.91566597216
275,398,105989.46676393325
276,2822,146375.10110492914
277,2157,162829.01905349962
278,1856,269579.7982538091
279,1269,70483.00187276518
280,2570,106401.49216205372
281,2320,231906.30183794262
282,1517,182928.8672133362
283,2304,115981.19047416057
284,1312,99017.85045943817
285,2012,139725.0057527661
286,506,233935.8992892648
287,2865,213195.6306111498
288,2367,122880.00458404978
289,554,87603.52413299315
290,238,144596.16635104007
291,1954,119182.83100447593
292,2488,109947.5382171095
293,2291,76898.91495843879
294,1969,46638.37468924213
295,2725,150131.538942239
296,1482,162694.6995548727
297,2763,220519.21100780056
298,503,254342.30891375794
299,1584,243092.63305505223
300,1531,141483.07006415995
301,2210,185555.70945684495
302,459,295955.6074674934
303,556,128313.0289682765
304,1347,160693.37435130007
305,1290,79926.533487746
306,1388,81538.5544079595
307,1571,299098.0176436577
308,2754,204288.14433129708
